ABASEMENT,-0.1234567901234568
ABBESS,0.13827160493827173
ABDICATION,-0.14814814814814806
ABDOMEN,-0.04444444444444438
ABDUCTION,-0.1407407407407407
ABERRATION,-0.09135802469135794
ABILITY,-0.019753086419752996
ABODE,-0.019753086419752996
ABYSS,-0.1407407407407407
ACCORDION,-0.10864197530864196
ACROBAT,-0.05185185185185184
ADAGE,-0.08395061728395059
ADMIRAL,-0.3703703703703704
ADVANTAGE,-0.19506172839506175
ADVERSITY,-0.1234567901234568
ADVICE,0.20987654320987667
AFFECTION,0.2814814814814816
AFTERLIFE,0.05925925925925932
AGILITY,-0.11604938271604932
AGONY,-0.19506172839506175
AGREEMENT,0.034567901234568044
AIR,0.012345679012345635
ALCOHOL,-0.43456790123456784
ALGEBRA,-0.18024691358024691
ALIMONY,-0.012345679012345635
ALLEGORY,-0.027160493827160466
ALLIGATOR,-0.3876543209876543
AMAZEMENT,0.08395061728395059
AMBASSADOR,-0.4024691358024691
AMBULANCE,-0.1629629629629629
AMOUNT,-0.0049382716049381666
AMOUR,0.07407407407407403
AMPLIFIER,-0.21234567901234566
ANECDOTE,0.0444444444444446
ANGER,-0.3703703703703704
ANGLE,-0.08395061728395059
ANIMAL,-0.21234567901234566
ANIMOSITY,-0.09876543209876541
ANKLE,0.162962962962963
ANSWER,-0.05185185185185184
ANTITOXIN,-0.19506172839506175
ANXIETY,0.09876543209876552
APPEARANCE,0.23456790123456794
APPLE,0.106172839506173
APPLIANCE,0.05925925925925932
APTITUDE,-0.04444444444444438
ARBITER,-0.14814814814814806
ARM,-0.15555555555555553
ARMADILLO,-0.18765432098765428
ARMY,-0.5135802469135803
ARRAY,-0.04444444444444438
ARROW,-0.41975308641975306
ARTIST,0.11604938271604932
ASSAULT,-0.4024691358024691
ATHLETICS,-0.2740740740740741
ATMOSPHERE,-0.019753086419752996
ATROCITY,-0.18765432098765428
ATTENDANT,0.06666666666666678
ATTITUDE,-0.07654320987654312
ATTRIBUTE,-0.037037037037037014
AUTHOR,-0.13086419753086415
AUTOMOBILE,-0.35555555555555557
AVALANCHE,-0.2444444444444444
AVENUE,-0.0049382716049381666
BABY,0.3777777777777779
BACKGROUND,0.05185185185185184
BACTERIA,-0.1407407407407407
BAGPIPE,-0.33086419753086416
BANALITY,-0.059259259259259206
BANDIT,-0.4740740740740741
BANKER,-0.2666666666666666
BANNER,-0.059259259259259206
BAR,-0.3160493827160493
BARD,-0.345679012345679
BARNACLE,-0.19506172839506175
BARON,-0.41975308641975306
BARREL,-0.4024691358024691
BASEMENT,-0.2518518518518519
BEAST,-0.4493827160493827
BEAVER,-0.1629629629629629
BEGGAR,-0.345679012345679
BELFRY,-0.059259259259259206
BELIEF,0.05925925925925932
BELONGINGS,0.15555555555555553
BEREAVEMENT,0.106172839506173
BETRAYAL,-0.019753086419752996
BEVERAGE,-0.11604938271604932
BIRD,0.2271604938271605
BIVOUAC,-0.1629629629629629
BLACKSMITH,-0.491358024691358
BLANDNESS,-0.012345679012345635
BLASPHEMY,-0.11604938271604932
BLESSING,0.17037037037037048
BLISTER,-0.13086419753086415
BLOOD,-0.29135802469135796
BLOOM,0.4493827160493828
BLOSSOM,0.4098765432098766
BLUNDERBUSS,-0.18765432098765428
BOARD,-0.25925925925925924
BODY,0.034567901234568044
BOOK,0.106172839506173
BOREDOM,-0.1234567901234568
BOSOM,0.4024691358024691
BOSS,-0.49876543209876545
BOTTLE,-0.15555555555555553
BOULDER,-0.37777777777777777
BOUQUET,0.4419753086419753
BOWL,-0.012345679012345635
BOY,-0.49876543209876545
BRAIN,-0.14814814814814806
BRASSIERE,0.4493827160493828
BRAVERY,-0.39506172839506165
BREAST,0.48888888888888904
BREEZE,0.17037037037037048
BRONZE,-0.2271604938271605
BRUTALITY,-0.45925925925925926
BRUTE,-0.4419753086419753
BUFFOON,-0.3234567901234567
BUILDER,-0.4271604938271605
BUILDING,-0.3061728395061728
BULLET,-0.5135802469135803
BUNGALOW,-0.037037037037037014
BUSYBODY,0.2814814814814816
BUTCHER,-0.48148148148148145
BUTTER,0.1234567901234568
BUTTERFLY,0.4962962962962963
CABIN,-0.1234567901234568
CAMOUFLAGE,-0.4419753086419753
CAMP,-0.19506172839506175
CANDIDATE,-0.25925925925925924
CANDY,0.19506172839506175
CANE,-0.3061728395061728
CAPACITY,-0.0049382716049381666
CAPTIVE,-0.17283950617283944
CAR,-0.3382716049382715
CARAVAN,0.012345679012345635
CASEMENT,-0.027160493827160466
CASH,-0.21975308641975302
CAT,0.17037037037037048
CATERPILLAR,0.0444444444444446
CATTLE,-0.2271604938271605
CAUSALITY,-0.14814814814814806
CELL,-0.2666666666666666
CELLAR,-0.21234567901234566
CENTENNIAL,-0.04444444444444438
CEREBRUM,-0.1407407407407407
CEREMONY,0.24938271604938267
CHAIR,-0.17283950617283944
CHANCE,-0.07654320987654312
CHAOS,-0.3703703703703704
CHARLATAN,-0.08395061728395059
CHARM,0.15555555555555553
CHARTER,-0.1407407407407407
CHASM,-0.037037037037037014
CHIEF,-0.5777777777777777
CHILD,0.20987654320987667
CHIN,-0.059259259259259206
CHLORIDE,-0.037037037037037014
CHRISTMAS,0.09876543209876552
CHURCH,0.019753086419753103
CIGAR,-0.5629629629629629
CIRCLE,0.0024691358024690833
CIRCUIT,-0.36296296296296293
CITATION,-0.1407407407407407
CITY,-0.08395061728395059
CLAW,-0.21975308641975302
CLEANNESS,0.24197530864197542
CLEMENCY,-0.0049382716049381666
CLOCK,-0.04444444444444438
CLOTHING,0.2814814814814816
